onset	duration	trial_type	value	sample
40.891	0.0	item	162	40891
41.81	0.0	item	162	41810
42.73	0.0	item	162	42730
43.666	0.0	item	162	43666
44.401	0.0	item	162	44401
45.187	0.0	item	162	45187
46.073	0.0	item	162	46073
46.775	0.0	item	162	46775
47.661	0.0	item	162	47661
48.246	0.0	item	162	48246
49.032	0.0	item	162	49032
49.7	0.0	item	162	49700
50.403	0.0	item	162	50403
51.138	0.0	item	162	51138
51.757	0.0	item	162	51757
52.442	0.0	item	162	52442
53.211	0.0	item	162	53211
53.846	0.0	item	162	53846
54.749	0.0	item	162	54749
55.652	0.0	item	162	55652
56.738	0.0	yes_probe	167	56738
58.828	0.0	item_post_probe	163	58828
59.53	0.0	item	162	59530
60.533	0.0	item	162	60533
61.152	0.0	item	162	61152
61.77	0.0	item	162	61770
62.69	0.0	item	162	62690
63.342	0.0	item	162	63342
63.993	0.0	item	162	63993
64.729	0.0	item	162	64729
65.648	0.0	item	162	65648
66.367	0.0	item	162	66367
67.069	0.0	item	162	67069
67.805	0.0	item	162	67805
68.657	0.0	item	162	68657
69.46	0.0	item	162	69460
70.346	0.0	item	162	70346
71.165	0.0	item	162	71165
71.917	0.0	item	162	71917
72.787	0.0	item	162	72787
73.606	0.0	item	162	73606
74.391	0.0	no_probe	166	74391
78.353	0.0	item_post_probe	163	78353
79.139	0.0	item	162	79139
79.758	0.0	item	162	79758
80.527	0.0	item	162	80527
81.312	0.0	item	162	81312
81.998	0.0	item	162	81998
82.766	0.0	no_probe	166	82766
84.238	0.0	item_post_probe	163	84238
85.04	0.0	item	162	85040
85.592	0.0	item	162	85592
86.344	0.0	item	162	86344
87.247	0.0	item	162	87247
88.233	0.0	item	162	88233
88.969	0.0	item	162	88969
89.654	0.0	item	162	89654
90.406	0.0	item	162	90406
91.175	0.0	item	162	91175
91.844	0.0	item	162	91844
92.83	0.0	item	162	92830
93.566	0.0	no_probe	166	93566
95.772	0.0	item_post_probe	163	95772
96.508	0.0	item	162	96508
97.227	0.0	item	162	97227
98.029	0.0	item	162	98029
98.698	0.0	item	162	98698
99.417	0.0	item	162	99417
100.102	0.0	item	162	100102
100.904	0.0	item	162	100904
101.64	0.0	item	162	101640
102.643	0.0	item	162	102643
103.245	0.0	item	162	103245
104.081	0.0	item	162	104081
104.766	0.0	item	162	104766
105.719	0.0	item	162	105719
106.471	0.0	item	162	106471
107.14	0.0	item	162	107140
108.026	0.0	item	162	108026
108.695	0.0	item	162	108695
109.397	0.0	item	162	109397
110.266	0.0	yes_probe	167	110266
112.038	0.0	item_post_probe	163	112038
112.84	0.0	item	162	112840
113.643	0.0	item	162	113643
114.211	0.0	item	162	114211
114.863	0.0	item	162	114863
115.716	0.0	item	162	115716
116.568	0.0	item	162	116568
117.304	0.0	item	162	117304
118.106	0.0	item	162	118106
118.792	0.0	item	162	118792
119.678	0.0	item	162	119678
120.463	0.0	item	162	120463
121.232	0.0	item	162	121232
122.118	0.0	item	162	122118
123.021	0.0	item	162	123021
123.874	0.0	item	162	123874
124.659	0.0	item	162	124659
125.445	0.0	item	162	125445
126.214	0.0	item	162	126214
