Subject	Trial	Event_Type	Code	Time	TTime	Uncertainty	Duration	ReqTime	ReqDur	Stim_Type	Pair_Index
014	1.0	Sound	dialogue	2707.0	2678.0	n/a	n/a	2500.0	n/a	other	0.0
014	2.0	Sound	phantom	11899.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	3.0	Sound	observe	21093.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	4.0	Sound	sect	30621.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	5.0	Sound	fest	37977.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	6.0	Sound	precinct	46001.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	7.0	Sound	cycle	54861.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	8.0	Sound	reside	62049.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	9.0	Sound	wide	70742.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	10.0	Sound	remedy	76592.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	11.0	Sound	male	84282.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	12.0	Sound	shear	90969.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	13.0	Sound	equity	97990.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	14.0	Sound	droop	105345.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	15.0	Sound	trim	111531.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	16.0	Sound	message	118384.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	17.0	Sound	run	126074.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	18.0	Sound	violin	132426.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	19.0	Sound	staunch	141286.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	20.0	Sound	organize	150313.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	21.0	Picture	probe_coordinate	161179.0	2675.0	2	16549	2500.0	next	other	0.0
014	21.0	Response	2	177703.0	19199.0	n/a	n/a	n/a	n/a	n/a	n/a
014	22.0	Sound	commute	180404.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	23.0	Sound	deny	187425.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	24.0	Sound	bore	197455.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	25.0	Sound	raw	203640.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	26.0	Sound	ferocious	209825.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	27.0	Sound	dictate	219019.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	28.0	Sound	imitate	225706.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	29.0	Sound	wander	232226.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	30.0	Sound	lumbar	239748.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	31.0	Sound	mug	248775.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	32.0	Sound	easel	255796.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	33.0	Sound	feud	262817.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	34.0	Sound	ceiling	270340.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	35.0	Sound	aroma	278698.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	36.0	Sound	explode	286889.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	37.0	Sound	challenge	295916.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	38.0	Sound	jam	304108.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	39.0	Sound	finger	311463.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	40.0	Sound	report	320156.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	41.0	Sound	foray	328347.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	42.0	Picture	probe_exterior	336203.0	2674.0	3	11869	2500.0	next	other	0.0
014	42.0	Response	1	347930.0	14401.0	n/a	n/a	n/a	n/a	n/a	n/a
014	43.0	Sound	stab	350747.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	44.0	Sound	rate	358437.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	45.0	Sound	convey	364622.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	46.0	Sound	vile	372312.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	47.0	Sound	node	380169.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	48.0	Sound	beverage	387023.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	49.0	Picture	probe_conceive	394712.0	2675.0	2	11702	2500.0	next	other	0.0
014	49.0	Response	1	406319.0	14282.0	n/a	n/a	n/a	n/a	n/a	n/a
014	50.0	Sound	seem	409089.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	51.0	Sound	knee	417280.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	52.0	Sound	escort	422964.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	53.0	Sound	expense	430486.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	54.0	Sound	inflict	439346.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	55.0	Sound	orchid	449209.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	56.0	Sound	knife	456397.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	57.0	Sound	tactic	463251.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	58.0	Sound	spur	470774.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	59.0	Sound	rapt	478464.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	60.0	Sound	consolidate	484983.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	61.0	Sound	rally	494679.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	62.0	Picture	probe_threat	502034.0	2675.0	2	17887	2500.0	next	other	0.0
014	62.0	Response	1	519757.0	20398.0	n/a	n/a	n/a	n/a	n/a	n/a
014	63.0	Sound	talent	522596.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	64.0	Sound	torrent	529951.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	65.0	Sound	bran	537139.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	66.0	Sound	plot	545163.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	67.0	Sound	punish	551850.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	68.0	Sound	gurgle	558871.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	69.0	Sound	somber	565725.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	70.0	Sound	grammar	573749.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	71.0	Sound	stash	581105.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	72.0	Sound	peril	591135.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	73.0	Sound	sigh	597320.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	74.0	Sound	botch	605678.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	75.0	Sound	electric	612532.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	76.0	Sound	snip	622061.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	77.0	Sound	initial	629750.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	78.0	Sound	cylinder	636437.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	79.0	Sound	troop	645297.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	80.0	Sound	share	651984.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	81.0	Sound	posture	659005.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	82.0	Picture	probe_position	667697.0	2675.0	2	28920	2500.0	next	other	0.0
014	82.0	Response	2	696604.0	31582.0	n/a	n/a	n/a	n/a	n/a	n/a
014	83.0	Sound	fog	699292.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	84.0	Sound	scene	707316.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	85.0	Sound	pulp	715507.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	86.0	Sound	connect	721191.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	87.0	Sound	venture	727878.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	88.0	Sound	salary	736403.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	89.0	Sound	swim	744929.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	90.0	Sound	carnival	752284.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	91.0	Sound	fray	760308.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	92.0	Sound	eliminate	767162.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	93.0	Sound	develop	776189.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	94.0	Sound	umpire	784213.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	95.0	Sound	disrupt	791903.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	96.0	Sound	rinse	800763.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	97.0	Sound	predicament	809790.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	98.0	Sound	scalpel	818316.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	99.0	Sound	reduce	826172.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	100.0	Sound	rocket	834196.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	101.0	Sound	coarse	841886.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	102.0	Picture	probe_rough	848907.0	2675.0	2	16549	2500.0	next	other	0.0
014	102.0	Response	2	865401.0	19169.0	n/a	n/a	n/a	n/a	n/a	n/a
014	103.0	Sound	severe	868131.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	104.0	Sound	exam	875821.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	105.0	Sound	dribble	884012.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	106.0	Sound	gown	890030.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	107.0	Sound	barren	897887.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	108.0	Sound	stamp	904741.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	109.0	Sound	crux	912431.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	110.0	Sound	mile	919285.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	111.0	Picture	probe_rhinoceros	925971.0	2675.0	2	15045	2500.0	next	other	0.0
014	111.0	Response	1	941000.0	17704.0	n/a	n/a	n/a	n/a	n/a	n/a
014	112.0	Sound	stink	943691.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	113.0	Sound	velocity	951715.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	114.0	Sound	abroad	961077.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	115.0	Sound	compete	970438.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	116.0	Sound	else	977292.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	117.0	Sound	adept	984146.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	118.0	Sound	eager	992170.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	119.0	Sound	relic	998689.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	120.0	Sound	pinch	1004875.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	121.0	Sound	anvil	1012063.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	122.0	Sound	come	1020087.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	123.0	Sound	braid	1026774.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
014	124.0	Sound	concern	1033460.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	125.0	Sound	catch	1041986.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	126.0	Sound	vector	1050511.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	127.0	Sound	chime	1058368.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	128.0	Picture	probe_bell	1065723.0	2675.0	2	16550	2500.0	next	other	0.0
014	128.0	Response	2	1082208.0	19160.0	n/a	n/a	n/a	n/a	n/a	n/a
014	129.0	Sound	autumn	1084948.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	130.0	Sound	elevate	1093306.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	131.0	Sound	file	1100829.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
014	132.0	Sound	desk	1107850.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
