Subject	Trial	Event_Type	Code	Time	TTime	Uncertainty	Duration	ReqTime	ReqDur	Stim_Type	Pair_Index
001	1.0	Sound	dialogue	2815.0	2786.0	n/a	n/a	2500.0	n/a	other	0.0
001	2.0	Sound	phantom	11899.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	3.0	Sound	observe	21093.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	4.0	Sound	sect	30622.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	5.0	Sound	fest	37977.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	6.0	Sound	precinct	45834.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	7.0	Sound	cycle	54694.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	8.0	Sound	reside	61882.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	9.0	Sound	wide	70575.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	10.0	Sound	remedy	76426.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	11.0	Sound	male	84115.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	12.0	Sound	shear	90802.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	13.0	Sound	equity	97823.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	14.0	Sound	droop	105346.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	15.0	Sound	trim	111364.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	16.0	Sound	message	118218.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	17.0	Sound	run	125907.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	18.0	Sound	violin	132093.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	19.0	Sound	staunch	140953.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	20.0	Sound	organize	149980.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	21.0	Picture	probe_coordinate	160845.0	2675.0	2	31762	2500.0	next	other	0.0
001	21.0	Response	2	192568.0	34398.0	n/a	n/a	n/a	n/a	n/a	n/a
001	22.0	Sound	commute	195282.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	23.0	Sound	deny	202303.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	24.0	Sound	bore	212334.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	25.0	Sound	raw	218519.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	26.0	Sound	ferocious	224704.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	27.0	Sound	dictate	233731.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	28.0	Sound	imitate	240418.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	29.0	Sound	wander	246937.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	30.0	Sound	lumbar	254293.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	31.0	Sound	mug	263320.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	32.0	Sound	easel	270508.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	33.0	Sound	feud	277529.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	34.0	Sound	ceiling	284885.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	35.0	Sound	aroma	293243.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	36.0	Sound	explode	301434.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	37.0	Sound	challenge	310294.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	38.0	Sound	jam	318485.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	39.0	Sound	finger	325841.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	40.0	Sound	report	334534.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	41.0	Sound	foray	342725.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	42.0	Picture	probe_exterior	350581.0	2674.0	2	71214	2500.0	next	other	0.0
001	42.0	Response	1	421775.0	73868.0	n/a	n/a	n/a	n/a	n/a	n/a
001	43.0	Sound	stab	424470.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	44.0	Sound	rate	432160.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	45.0	Sound	convey	438345.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	46.0	Sound	vile	446035.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	47.0	Sound	node	453892.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	48.0	Sound	beverage	460746.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	49.0	Picture	probe_conceive	468435.0	2675.0	2	11535	2500.0	next	other	0.0
001	49.0	Response	1	479944.0	14184.0	n/a	n/a	n/a	n/a	n/a	n/a
001	50.0	Sound	seem	482645.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	51.0	Sound	knee	490669.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	52.0	Sound	escort	496185.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	53.0	Sound	expense	503708.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	54.0	Sound	inflict	512735.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	55.0	Sound	orchid	522598.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	56.0	Sound	knife	529786.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	57.0	Sound	tactic	536473.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	58.0	Sound	spur	543996.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	59.0	Sound	rapt	551685.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	60.0	Sound	consolidate	558205.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	61.0	Sound	rally	568068.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	62.0	Picture	probe_threat	575590.0	2675.0	2	21063	2500.0	next	other	0.0
001	62.0	Response	1	596493.0	23578.0	n/a	n/a	n/a	n/a	n/a	n/a
001	63.0	Sound	talent	599328.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	64.0	Sound	torrent	606684.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	65.0	Sound	bran	614039.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	66.0	Sound	plot	622063.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	67.0	Sound	punish	628750.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	68.0	Sound	gurgle	635771.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	69.0	Sound	somber	642458.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	70.0	Sound	grammar	650482.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	71.0	Sound	stash	657670.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	72.0	Sound	peril	667700.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	73.0	Sound	sigh	673885.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	74.0	Sound	botch	682244.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	75.0	Sound	electric	689098.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	76.0	Sound	snip	698626.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	77.0	Sound	initial	706316.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	78.0	Sound	cylinder	713003.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	79.0	Sound	troop	721863.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	80.0	Sound	share	728382.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	81.0	Sound	posture	735403.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	82.0	Picture	probe_position	744096.0	2675.0	2	9027	2500.0	next	other	0.0
001	82.0	Response	2	753041.0	11620.0	n/a	n/a	n/a	n/a	n/a	n/a
001	83.0	Sound	fog	755798.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	84.0	Sound	scene	763822.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	85.0	Sound	pulp	772013.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	86.0	Sound	connect	777697.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	87.0	Sound	venture	784384.0	2676.0	n/a	n/a	2500.0	n/a	other	0.0
001	88.0	Sound	salary	792909.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	89.0	Sound	swim	801435.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	90.0	Sound	carnival	808790.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	91.0	Sound	fray	816814.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	92.0	Sound	eliminate	823668.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	93.0	Sound	develop	832695.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	94.0	Sound	umpire	840552.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	95.0	Sound	disrupt	848242.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	96.0	Sound	rinse	857102.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
001	97.0	Sound	predicament	866129.0	2675.0	n/a	n/a	2500.0	n/a	other	0.0
