,delta (0.5-4 Hz),theta (4-8 Hz),alpha (8-12 Hz),beta (12-30 Hz),gamma (30-100 Hz)
MEG1421,0.3943336674861885,0.1634658334310721,0.12507354897051845,0.2194771670662434,0.09716029124541357
MEG1431,0.36056912419728915,0.16210097095632503,0.13031260618005563,0.2416848927355785,0.10433163133601686
MEG1441,0.29031320884913464,0.18307261092194757,0.14413083824633777,0.2125634822738331,0.1658541308288328
MEG1511,0.25008875785083207,0.13945704662318884,0.15556806400868659,0.21995458254417358,0.2262863813059236
MEG1521,0.3007724213913579,0.14876323424276747,0.14043732294169176,0.19850791826947636,0.2056207769773826
MEG1531,0.34449797556818773,0.12218488281798766,0.09597121240642065,0.17910855924529834,0.2518014412667961
MEG1541,0.43575219702788814,0.13898224786258134,0.10384138125969919,0.18747852016354064,0.13345883987327606
MEG1611,0.36004943528442107,0.17814195915693162,0.18984273443211666,0.19245495270782564,0.0804293717491894
MEG1621,0.39003708750771593,0.18265010372146176,0.15796059935597068,0.18700071294619366,0.08226553386142317
MEG1631,0.3353649201337315,0.17070718927011777,0.18394327206990257,0.19711020405382587,0.10893480986278353
MEG1641,0.2955337620064005,0.16720968580809395,0.19944363627131434,0.21059772604581045,0.12473419051969581
MEG1711,0.21630910055436983,0.09647094711503233,0.08229418043388616,0.18435365001478643,0.40811768988136365
MEG1721,0.241128628335275,0.13066248926852433,0.12361203960994331,0.19083259795348043,0.30627809316144616
MEG1731,0.14194611668254264,0.10003533393880057,0.09890557123025707,0.19615158807190985,0.45202857185786816
MEG1741,0.1396751992485813,0.0779023780319226,0.09129893461917694,0.21471620422158047,0.4630551913930137
MEG1811,0.3251201524542541,0.1736980186224313,0.1366178851922736,0.20416143961329364,0.15831290324670957
MEG1821,0.32355414506798075,0.17391177651179382,0.1647671806122131,0.17967415553484511,0.15453211942604456
MEG1831,0.38009217102241455,0.17703791278948214,0.15880966787822395,0.19607509819839525,0.09134674049554775
MEG1841,0.2363896961665656,0.1651196820743257,0.15726323241603993,0.21333996807383765,0.2235861146215731
MEG1911,0.23961581349040784,0.15911838026144115,0.24003348487748638,0.187033216464157,0.16688612947529732
MEG1921,0.26357946830717954,0.20423488408769014,0.1895932485044913,0.20553694729995722,0.13157897675019722
MEG1931,0.2445076920142592,0.16017283821341435,0.11949951614235,0.1764679940440905,0.29141025592424596
MEG1941,0.26106924811359905,0.15126407413758314,0.20803700996698984,0.2026297801981264,0.17153657174252915
MEG2011,0.35755803484799076,0.16271992756048223,0.13553782552808738,0.18553798337573726,0.15949629973664634
MEG2021,0.27178692009407324,0.17873775914788229,0.17995033701337643,0.20545063206934885,0.1588877898708934
MEG2031,0.25823992050147393,0.18997819140853428,0.17919398045340273,0.21182308449077797,0.15659667263949364
MEG2041,0.23595348628883067,0.1896208701575355,0.2290308144055172,0.20347576881576693,0.1397293818361946
MEG2111,0.2070150857343538,0.17346728677325535,0.1660371476966987,0.2147210599230712,0.23167921581352258
MEG2121,0.08930870028375372,0.061048578985193114,0.08998718293906471,0.19007995731156735,0.5579123841855562
MEG2131,0.134470107245096,0.07127643438860734,0.07382687763883644,0.16067388308640182,0.5402847857464951
MEG2141,0.17452072134393143,0.1104096864892277,0.11140622683481896,0.1904772248755333,0.3983536847587992
MEG2211,0.26456730212711327,0.19866465715342269,0.1559959883116288,0.1976332261459163,0.17929277399484753
MEG2221,0.31231376499712976,0.21084701378889092,0.15942474815796157,0.1973428031995175,0.12352564544332194
MEG2231,0.3360666400428786,0.16739924017889088,0.206801615499906,0.16980027597883632,0.12016485510857898
MEG2241,0.3616771600703615,0.17875538158096976,0.1587164722623487,0.2088504245702644,0.09351132730991162
MEG2311,0.3652603971334546,0.18875771072963587,0.1676014239242797,0.1707446673414922,0.10883116580639107
MEG2321,0.3384474495682218,0.19618640860501424,0.19306984867409874,0.1875932451780955,0.08278331135181669
MEG2331,0.17052549810304982,0.10668153149277604,0.13569488466795407,0.20301634122374151,0.3751385835688555
MEG2341,0.2449607728541134,0.1426940920557917,0.16015846595025682,0.18199438499294385,0.2634483849839277
MEG2411,0.3283540001808809,0.19670235722560497,0.1666357449408182,0.21441933866662688,0.0968377142956708
MEG2421,0.2686153686923785,0.1707191669831013,0.20503172178992451,0.2313895559411343,0.1241417875711736
MEG2431,0.33339062945159365,0.17683770817900712,0.20243838414786078,0.2101922818722258,0.07825001480402229
MEG2441,0.37546208411983173,0.17080188876838787,0.20338521620924982,0.1830726828406734,0.07309438215039865
MEG2511,0.23389813199480441,0.18540040473512318,0.19131690055858078,0.20145816947821374,0.18242299859583808
MEG2521,0.2243035908212348,0.17548191156045836,0.17662901235963055,0.2146430668036886,0.2045590362758845
MEG2531,0.23892306733535,0.1132582834762259,0.11406577815723772,0.20472986339010493,0.32401185943660227
MEG2541,0.19028215858931052,0.10272061239829758,0.09991125809362421,0.2072428058899047,0.3920252990952165
MEG2611,0.21367470270921626,0.16204998130903378,0.1444802564239717,0.212144471491135,0.25760774053259383
MEG2621,0.3583938463223812,0.16211768935111273,0.14140377082749284,0.23484040700927708,0.10187218539417525
MEG2631,0.33774373417148335,0.1450873465142047,0.14484766895011184,0.19835625426064793,0.17183348672872503
MEG2641,0.22420643630121975,0.15179589017637757,0.16235206632273122,0.21927776549768094,0.23678923118730866
