,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
MEG0611,5.958361679119861e-14,5.325920591124247e-14,5.880061719963933e-14,7.045561719392694e-14,7.130806113897988e-14,6.264801656265671e-14,7.153423875097729e-14,6.286885396329278e-14,6.196914674576357e-14,6.239068380436791e-14,6.645972113248623e-14,7.44573503429614e-14,5.933943311275038e-14,4.8802950666075144e-14,4.943952389452125e-14,5.93745769908934e-14,6.488927267233008e-14,5.661975350227848e-14,5.225281399516733e-14,6.327753649856747e-14,6.867035109211526e-14,6.195549927305318e-14,6.095864769670362e-14,6.216596065957448e-14,6.51642824258538e-14,6.62634061853036e-14,6.148942987052532e-14,5.638507494842639e-14,5.6278153875710016e-14,5.931288869920532e-14,6.137962493966942e-14,6.511702632381878e-14,5.726172090039374e-14,6.550195267489864e-14,6.076763927625782e-14,6.211533108541284e-14,5.363975782773356e-14
MEG0621,5.748080660408526e-14,5.056066130248743e-14,6.203289955665287e-14,6.047413502038957e-14,6.208827405749151e-14,6.843730484803074e-14,5.261265914531411e-14,5.623432506745058e-14,7.100837740105456e-14,5.840764304126795e-14,5.081422064362596e-14,6.373083818669535e-14,5.359176888789504e-14,5.767957650356418e-14,5.0216774565718774e-14,5.4493942082978505e-14,5.744757610915893e-14,6.315082128316705e-14,5.2643890127055664e-14,5.476145827870313e-14,5.831607967422508e-14,4.935886582999781e-14,5.270286493831956e-14,6.04859143964966e-14,5.102414334951922e-14,5.2947572664927846e-14,5.2120240523341353e-14,4.6037927153365604e-14,5.5798284615824315e-14,5.967708136112341e-14,6.192303952504382e-14,5.5720496830233006e-14,5.736318907929626e-14,5.0300470205848036e-14,6.360273682273781e-14,5.1999864591528396e-14,5.058616331700046e-14
MEG0631,4.820391727932896e-14,5.720186482780226e-14,5.53272986495402e-14,4.924793944263715e-14,5.122535484193397e-14,5.4029261535014356e-14,5.815932109874354e-14,4.932064102455622e-14,5.481450946178116e-14,5.6416342185256376e-14,5.75063608067733e-14,5.6103268112724507e-14,6.343907524774398e-14,5.834299572332934e-14,5.095297683411951e-14,5.044992569159599e-14,4.8680200948007745e-14,6.1989206683114e-14,5.1057455152268977e-14,4.79194216866131e-14,5.3315209081742e-14,5.983565518662958e-14,5.5554568367039446e-14,5.97446637918514e-14,5.3783119861887506e-14,5.969856568912459e-14,4.906191794456e-14,4.961566070249608e-14,5.328047869770378e-14,5.821424095898022e-14,5.549186224837463e-14,5.014512073725087e-14,6.141760190016798e-14,5.583156442854426e-14,5.374436897961576e-14,5.0843189141440016e-14,4.797182527470938e-14
MEG0641,4.956710395490144e-14,5.424912321248184e-14,5.75409499767914e-14,6.579838374918777e-14,6.600428207254414e-14,5.002276959208556e-14,5.853935970706396e-14,6.788700642535644e-14,5.451440056795691e-14,5.299197036538243e-14,5.170629265417682e-14,6.490832134400146e-14,5.2681012575057e-14,6.06279528030705e-14,5.009459899520626e-14,5.0843587589743987e-14,6.022564971453625e-14,6.103670020520131e-14,4.5922531458326034e-14,5.1333290858272645e-14,5.690853037198368e-14,5.2732990897293855e-14,4.4550107705196144e-14,5.67698649154741e-14,5.498906826629372e-14,4.596082799763093e-14,5.0417575529634663e-14,5.54896621321466e-14,5.2504838952951253e-14,5.786304223091747e-14,6.328793902805944e-14,5.953385159705504e-14,5.564134693974811e-14,5.1583973168885884e-14,5.0255790302221296e-14,5.002671207214818e-14,5.422295101173033e-14
MEG0711,7.311960727131969e-14,6.609683245482833e-14,8.188463290732362e-14,6.991887940446114e-14,6.603263888516657e-14,7.021485458814574e-14,9.564979790527356e-14,9.134447275184168e-14,8.386061746461364e-14,7.412498697366877e-14,8.139468358966179e-14,7.856272484540014e-14,7.933670825279467e-14,6.474613193420556e-14,7.572938564172278e-14,7.629518721002689e-14,8.454109176359432e-14,8.375006327115631e-14,7.640521853013389e-14,8.009806975690719e-14,8.337053925383561e-14,8.50450130078091e-14,7.377326450142958e-14,6.661581190283314e-14,8.197000397769155e-14,8.337352337445938e-14,7.574988878797189e-14,7.523924512248693e-14,7.727772378693689e-14,8.463741380687278e-14,7.870902161600969e-14,8.033542944967006e-14,8.055871476024028e-14,7.311216594127537e-14,7.13335283582294e-14,7.094404064328363e-14,6.111823719527872e-14
MEG0721,7.744867825325772e-14,8.98487847929768e-14,8.031480756331843e-14,8.638940182689378e-14,8.808164751046691e-14,9.762162524597487e-14,1.0605360442145352e-13,9.285910227189594e-14,8.701032505902272e-14,8.408786093559166e-14,7.665962033729845e-14,9.081911246376156e-14,9.71281623160118e-14,8.90938169578197e-14,8.449653047379313e-14,8.948556212083024e-14,1.02634309273003e-13,9.499149857590885e-14,7.401166028650391e-14,8.081800652479652e-14,9.515414899477225e-14,9.216981582708405e-14,7.661288301460991e-14,7.819210276608452e-14,8.718203443327881e-14,9.738694230432018e-14,7.495706807084996e-14,8.476332558192502e-14,8.358310123562907e-14,8.652697516321111e-14,9.819822199751083e-14,8.308496869792823e-14,8.843957689521566e-14,8.786737978127121e-14,7.461700418297846e-14,7.782209326166288e-14,7.470916734946249e-14
MEG0731,8.007197817552912e-14,7.883837130941737e-14,9.637776465558735e-14,1.0369985250021514e-13,8.989668809788564e-14,9.466125311969796e-14,1.1626320831111528e-13,9.849442223567366e-14,1.0842085452467187e-13,9.077395425044244e-14,9.028609306545506e-14,1.052347598658446e-13,1.0286518168762151e-13,1.0468778372196792e-13,8.931297598173731e-14,1.0624026168830047e-13,1.0908371462441788e-13,9.792512547336023e-14,7.695568595973395e-14,9.674229906806545e-14,9.765543088679531e-14,1.0281449396910786e-13,8.734963589786382e-14,8.420733854004845e-14,9.964444052790162e-14,1.139327713135966e-13,8.11128171832782e-14,8.561695197321129e-14,9.004646278813444e-14,1.0115158569277159e-13,8.624432906058861e-14,9.515569485332983e-14,1.002894167294616e-13,8.45375632225085e-14,9.64428989170658e-14,8.533166290822179e-14,9.148705054157062e-14
MEG0741,8.958883057987174e-14,1.0086429892936238e-13,1.0382789656475173e-13,9.740807176699648e-14,1.0434724343986865e-13,9.289436818430944e-14,1.1192821345360985e-13,1.1068940273394377e-13,1.151647841335607e-13,8.94931465363617e-14,1.0277951944506631e-13,1.2581113650453602e-13,1.0093028720018845e-13,9.799535401321814e-14,1.0091696710442317e-13,1.137893587283623e-13,1.2272570240530558e-13,1.0771078060460582e-13,9.261294425250714e-14,1.0743204545854545e-13,1.1699630522281863e-13,1.120373085501566e-13,1.029428924590142e-13,8.980788571119884e-14,1.0488013017411497e-13,1.0934022295905218e-13,8.882731866255535e-14,9.241317025673523e-14,9.987927781323043e-14,1.0285260358375884e-13,9.57848343468068e-14,1.137502130075639e-13,1.0527907830029681e-13,9.45394954632571e-14,1.0959122151657585e-13,9.844001102837456e-14,9.175239213015757e-14
MEG0811,1.2822720524930364e-13,9.706601844230443e-14,1.5720680816993216e-13,1.5363971971427629e-13,1.402520167337418e-13,1.525647324117348e-13,1.2157212716298395e-13,1.6058335041074316e-13,1.5547933043912445e-13,1.2796178208747355e-13,1.1690303928536373e-13,1.5496710438211558e-13,1.30589702749908e-13,1.5586860170903239e-13,1.218265152238623e-13,1.613329467816053e-13,1.4324122142192167e-13,1.409815936226755e-13,1.1417936584001e-13,1.5570756863167398e-13,1.3807098044552442e-13,1.3555341246748418e-13,1.4259289885029386e-13,1.3079191141260612e-13,1.3791924724753963e-13,1.3807894549430354e-13,1.2979629944557883e-13,1.2158566671282032e-13,1.3190297085981035e-13,1.7285882494953662e-13,1.4820792708885207e-13,1.310574720161324e-13,1.399270950893763e-13,1.1581007793247561e-13,1.314547600068435e-13,1.590914914008581e-13,1.305008302103661e-13
MEG0821,6.566647605209106e-14,5.4844917769318045e-14,6.275670782431196e-14,6.702261967246669e-14,6.058663958305242e-14,5.946843790785407e-14,5.6823998272587526e-14,6.945569491206246e-14,5.897838341933078e-14,5.814002221969008e-14,5.2123999111831196e-14,7.182725576057704e-14,7.129309677371993e-14,7.69172652366407e-14,6.282658444375363e-14,6.787290720471748e-14,5.954936776809592e-14,5.424562106957975e-14,5.115033330698045e-14,5.873169813016932e-14,5.786773585868025e-14,6.30992628695575e-14,5.6175462347991855e-14,6.21508207012828e-14,6.117621746796697e-14,6.116529700225208e-14,6.823324592566145e-14,6.236955344077271e-14,5.601995635835936e-14,6.290552383312057e-14,7.057712642954118e-14,6.261961377516277e-14,6.35839592984065e-14,5.719917604416892e-14,5.711516308568586e-14,8.052874021948637e-14,5.434755437741276e-14
MEG0911,1.0611641720253265e-13,7.571499154831551e-14,1.2635956432595748e-13,1.2845278175114982e-13,1.165507656258007e-13,1.1839913132668628e-13,1.0006619373318114e-13,1.3852597161636395e-13,1.3406267659820616e-13,1.0461271983530522e-13,1.1978630287782963e-13,1.1952235473233335e-13,1.0955412819283009e-13,1.256665754808066e-13,9.086819449637645e-14,1.4221020910975705e-13,1.2085106865978904e-13,1.2035799085930724e-13,9.622353454185443e-14,1.1450668118814216e-13,1.1545651150403771e-13,1.1596556220484606e-13,1.1042683347507133e-13,1.0923743285727976e-13,1.0956592356589028e-13,1.168001364381571e-13,1.2345341496558374e-13,1.2339768529884173e-13,1.0341818618028084e-13,1.3961315256788942e-13,1.223175262331721e-13,1.1561880829570183e-13,1.1831151237160908e-13,1.0637771113696035e-13,1.2971594472190845e-13,1.2625587396597155e-13,1.1066613240525207e-13
MEG0921,7.729826570601656e-14,7.502044852672533e-14,7.684677535294146e-14,9.159945291782445e-14,9.205688785821997e-14,8.842174538531897e-14,9.097082545137163e-14,1.0136433194840554e-13,8.657934104512675e-14,7.604777191821046e-14,9.291309812405874e-14,7.800054634616415e-14,8.966266568655309e-14,8.784515611767529e-14,7.900358389053934e-14,9.251953457428626e-14,9.036617726095501e-14,8.64574681908073e-14,7.362595316984107e-14,8.913154037270827e-14,9.6776353346036e-14,8.408694119433114e-14,6.86626648418017e-14,8.513173888477708e-14,7.19305254442678e-14,7.58802369381147e-14,9.684116587876491e-14,7.458265759533961e-14,8.270076078902676e-14,8.518962410406955e-14,8.247976872408876e-14,8.80553969330755e-14,8.715737569020325e-14,9.34793574453807e-14,9.698897878586387e-14,7.796390917474449e-14,8.876965865164046e-14
